userName,score,at,content
Agung Mahendra,1,2022-11-09 00:00:19,Paket saya masih banyak tapi kenapa akhir akhir ini sinyal sering macet dan seketika paket saya cepat habis meski jarang saya pakai ditambah saat sinyal nya lemah iklan malah tetep lancar berjalan di resolusi penuh dan jarang bisa di skip ....apakah ini strategi anda selaku developer agar tetap bisa mendapat keuntungan lebih?!!😡😡😡😡😡
Niken Sasi,1,2022-11-08 21:53:10,Bermasalah dari banyak sisi. 1. Setiap membuka aplikasi selalu terkelupas padahal baru saja di unistal kemudian instal ulang. 2. Selalu ada masalah dalam pengaktifan paket internet. 3. Layanan customer service via aplikasi bener2 butuh waktu lama buat direspon 4. Setiap membuka fitur selalu membutuhkan waktu yang lama 5. Setiap melakukan pengaktifan selalu dialihkan bahwa WiFi sedang eror padahal tidak hanya saja perlu di instal ulang. Sehingga setiap eror saya musti instal ulang dan lama.
Aditia Handoko,4,2022-11-08 16:35:31,"Dikit-dikit minta upgrade bentar"" minta upgrade... Ntah apa yg di perbarui tetep sama. Tau kuota mahal tiap sebulan sekali mau nya upgrade. Mending kalo abis upgrade ada promo diskon. Haddehh tak apus juga lama"" ini apk."
Zainal Fattah,1,2022-11-08 12:24:21,"Aplikasi Rusak!!!Beli paket pake pulsa kok ga bisa alasannya suruh periksa jaringan padahal jaringan bagus bagus aja, ku coba pake metode pembayaran lain bisa dan ku coba pakai WiFi yang superrr lancar untuk mencoba lagi membeli dengan pulsa tetap ga bisa!!! Padahal udh langganan sama XL ±4 Tahun...udahlah kadang jaringan gangguan terus udah di sabarin:)"
Fiul Gaming,1,2022-11-08 10:46:52,"Pliss bngt nih untuk XL mohon perbaiki sinyal ya sekarang hilang""an sampek (x), jangan suruh saya matiin HP atau yg lain saya udah coba semua lihat tutorial diyt, tpi gk ada perubahan ini, udah masalah internal yg harus diperbaiki, saya pengguna lama, sejak bulan kemarin Sampai sekarang sinyal sering hilang"" Sendiri, buat meeting mati"" Mulu, tolong dong perbaikannya"
Ayip Hidayatulloh,3,2022-11-08 02:17:54,"Untuk penggunaannya sebenarnya mudah, cuma aplikasi sering error. Kuota masih banyak tapi pas cek di myXL kuota 0/Habis. Sampe TLP operator untuk mastiin, kata operator XL memang kuota masih ada, disuruh update my XL yg terbaru saja. Tapi pas update tetep sama kuotanya gak nongol juga. Dan yg utama untuk masalah sinyal tolong diperkuat. Terima kasih"
Rizky Purnama,3,2022-11-08 00:43:36,"Sinyal nya parah masa buat maen pubgm tidak bisa sama sekali, loading doang padahal bar sinyal lumayan bagus kuota ada tapi koneksi internet tidak ada bagaimana ini. Mohon di perbaiki lagi agar kami semua nyaman menjadi pengguna XL. Sekian terimakasih...........!!!!!!!!!!!"
gilang kencana,1,2022-11-08 00:17:50,Aplikasi ini error Tiba2 paket saya habis saat saya cek di aplikasi sialan ini. Lalu saya beli paket data lagi tetap tidak masuk di aplikasi ini. Walau tak seberapa tapi kesal bgt saya merasa di tipu. Kalau ga direspon pengen ganti kartu lain aja yg ga tipu2
Ardiansyah Ab82,1,2022-11-07 16:36:01,Dalam aplikasi sekarang sudah tidak ada tertulis tanggal batas akhir paket internet. Bahkan tidak ada notifikasi dari SMS atau pesan aplikasi tentang batas akhir paket.. provider ini ingin menjebak pelanggan.. harap hati-hati nanti pulsa kalian tiba-tiba habis.. 👎 👎
alfin swaditra,1,2022-11-07 13:35:42,"Saya puas dengan penawaran dari XL, saya juga suka dengan dashboard myXL, tapi aplikasi myXL nya lemot buaangeeeettt, buat login aja susah syeekaaliii, error dan error, setelah bisa login untuk membuka lainnya itu lemoott buaangeett, padahal android saya buka shopee yang aplikasinya begitu berat yaa santai-santai aja tuuhh, mohon agar XL segera memperbaikinya, mungkin kalau boleh saran dibuatkan juga myXL yang versi ""Lite"""
Mister Sultan,1,2022-11-07 10:25:18,"Ini apaan sih my xl kalau memang mau produk dan layanan berkualitas harus nya bisa melayani para konsumen my xl, seperti yang saya alami sudah bolak-balik login ke game gak bisa login error terus, mana yang katanya my xl yang di prioritaskan kalau jaringan nge lag dan nge bug terus!"
Firda Hutagalung,1,2022-11-07 05:29:58,"Aplikasi jelek sering error. contohnya beli paket akrab, itukan paket bisa untuk berbagi tetapi kenapa tidak dapat menambah anggota. Sia-sia menggunakan paket akrab, trus jaringan XL sekarang makin parah( leg parah ). Jadi pingin beralih ke tetangga"
KAFA BILLAH,2,2022-11-07 04:20:00,"Mohon maaf sebelumnya, kenapa disaat saya belum beli kuota ada promo yang bagus, setelah saya isi pulsa buat beli kuota nya, ternyata promonya hilang, terkesan membuat kecewa pelanggan. !!! Kemudian aplikasi terlalu sering pakek banget UPDATE, jangan sering2 update lah... Menyusahkan... Mau cek kuota saja harus update, udah kuota ngadat tapi masih di persulit lagi jadi lebih cepat lagi habisnya kuota..."
Tyas Rani,1,2022-11-06 23:21:49,"Repot banget nih MyXL. Tiap mau transaksi lewat VA malah muncul keterangan transaksi Virtual Account sebelumnya masih aktif. Ya kali, kita beli pulsa/paket ngutang dulu. Bukannya mempermudah malah bikin ribet. Sekarang tgl 7 Nov 2022. Saya mau tambahkan keluhan. Bagi2 pulsa aja belum ada udah dikasih keterangan telah mencapai batas maksimum sehari 5x. Ni aplikasinya maunya apa deh?"
Azan Mubarok,2,2022-11-06 20:03:26,"berat banget appnya . tolong dong di fix sudah baca komen suruh clear cache , hapus data , instal ulang , restart hp , jaringan juga bagus . tapi masih berat/lag banget . ram 6gb padahal"
Supardiyanto Sutanto,2,2022-11-06 15:09:38,"Aplikasi ga jelas di buka ga bisa terus,kalo bisa juga respon lama, mau beli paket gimana dibuka aja ga bisa,udah sinyal buruk sering anjlok tiba* sangat mengecewakan."
Astri Yuliana,1,2022-11-06 13:23:57,"sering kali beli pulsa atau quota. udah tinggal pembayaran history ilang. dan berapa kali beli pulsa sudah ada pembayaran yg valid, komplain malah di lempar ke platform pembayarannya. padahal di pembayarannya udah sukses. ngeceknya lama pisann bisa sampe setengah jam itupun masih di cek. bener2 sih ini aplikasi bagusnya buat ngecek aja. gak rekomen untuk transaksi. secara jaringan, quota ga ada masalah slama ini. hanya di aplikasi saja."
Aukhal Rifqi Zahrandhika,1,2022-11-06 11:50:15,"Provider XL Axiata memiliki beberapa kendala yang buruk mulai dari harga paket data yang nanggung, total kuota yang tidak sesuai deskripsi, paket yang tidak lengkap dan mahal di dial kode, aplikasi My XL yang selalu minta update, dan aplikasi yang katanya tidak perlu Internet ketika membukanya malah error suruh cek koneksi internet, WHY?!"
Fauziansyah Harahap (Ozzy),3,2022-11-06 04:26:45,Sebelumnya bagus sekali sinyal XL tp dari awal oktober kacau sekali jaringan 4G nya. Saya coba compare dng provider lain dan ternyata benar kacau sekali. Tolong di perbaiki ya utk XL
Bima_ KurniaSandhy,1,2022-11-05 23:30:31,"Makin kesini sinyal makin jelek, untuk akses apapun leletnya minta ampun. Padahal dulu saya beralih ke xl karena jaringannya stabil, tapi ternyata saatnya buat beralih ke provider yg lain"
John Lie,2,2022-11-05 23:15:25,aplikasi error... sinyal kurang baik..perlu peningkatan kualitas dan kapasitas jaringan.. semoga lebih baik dan ada peningkatan...bukan hanya sekedar obrolan di ulasan...maaf bintangnya akan naik seiring peningkatan kualitas..thankx.
chynta rizka,1,2022-11-05 22:56:52,"Jaringan xl sekarang buruk, buat kirim pesan WA ngejam, buat buka status WA buffering terus, buat buka playstore juga buffering, apalagi buat yuotube-an macet-macet. Padahal sinyal 4G+ dan stripnya penuh, tapi jaringannya jelek. Mana sekarang unlimited nya sehari cuma 1GB. Dulu unlimitednya paling dicari-cari orang, giliran udah banyak yg pakai langsung mahal bener 👎👎👎👎👎"
Rizky Kusuma,3,2022-11-05 08:29:21,"Kenapa aplikasinya error, lama sekali masuk ny, padahal sudah di update, jaringan sudah oke. Tapi lambat untuk login aplikasinya.."
Laila Masruroh,1,2022-11-05 08:25:27,"Perbaiki dulu lah aplikasinya masak harus bolak balik di un-install, di install lagi baru bisa dibuka Selain itu masa beli paket yang 11.5GB sekali berhasil transaksi yang masuk cuma 9GB, penipuan ini namanya Setiap pengisian pulsa biasanya dapat bonus kuota area, ini sama sekali ga dapat, disuruh melakukan pembelian paket lagi...."
Desi Qumar,2,2022-11-04 21:51:00,"Awal² saya sangat puas, tapi akhir² ini saya merasa dibohongi dengan paket akrab, kuota lokal sudah berkurang sebelum dipakai, baru diaktifkan sudah tinggal setengah, anggota tidak bisa diaktifkan, keterangan berhasil tapi anggota tidak bertambah,, sangat mengecewakan,"
Rasyidi Sinambela,1,2022-11-04 13:47:54,"XL yg dulu bukan yg sekarang. Dulu lebih enak, jaringan lancar² aja jarang ngelag, klopun ngelag paling pas hujan aja. Tapi, klo sekarang mau hujan atau ngga, jaringan XL ga stabil, gaa enak kek dulu. Kasih rating 1 ajalaa. Klo mau ratingnya bagus/naik. Perbaiki dulu jaringannya kek dulu."
Ady Frediansyah,1,2022-11-04 10:36:09,"Untuk kalian yang mau menggunakan kartu XL coba pikir 1000x dulu. Tiap hari gangguan sinyal Hilang, pokoknya kartu sampah. Masa tiap malam di kota Kuningan selalu gangguan , lancar itu pukul 00:00wib-08:00wib tiap hari. Kan gila ini provider kartu apa. Kalau ga mampu berikan terbaik buat costumer ,mending tutup aja XL di Indonesia. Makasih"
Alvin Mubarok,1,2022-11-04 07:06:08,"Sangat jelek - terlalu sering update - kalo masuk app myxl entah lemot bgt - harga kuotanya naik - tidak di semua lokasi yang saya junpai sinyalnya lancar, terus tiap saya isi pulsa koh pasti pulsa saya berkurang nominalnya, lalu ada notif ""untuk pembayaran pinjaman"" Apaan saya pinjam 1 kali doang masa keambil pulsanya terus-terusan. Mohon itikad baiknya 🙏. Mohon maaf saya kasih bintang satu karena belum puas dengan pelayanan myxl, Mudah-mudahan ulasan ini bisa menjadi evaluasi dari pihak xl😘"
budi setiawan,1,2022-11-04 05:40:11,"Tolong untuk jaringannya di tingkatkan lagi, jaringan sangat lemah dan suka ilang"" gajelas... Padahal dekat rumah sudah ada menara atau tower xl, dan itupun di bangun diatas tanah gua... Sewanya udah murah masak jaringan gak bisa stabil!!! Tolong dibaca admin."
Yohana Sari,2,2022-11-04 01:32:25,"Capek banget sama XL. Baru isi pulsa langsung kepotong tarif blablabla. Pada saat aktivasi paket data secara manual susahnya minta ampun, dan kepotong lagi pulsanya bahkan sampe 4rb. Alhasil gagal aktivasi paket data yang diinginkan. Tolong ya, diperbaiki lagi service nya. Kalau seperti ini terus banyak pelanggan ya tidak bisa setia lagi sama XL."
Eli Rahayu,2,2022-11-03 11:28:18,"Harga kuota tambah mahal, padahal udah berlangganan berkali-kali kuota Xtra Combo Mini (6GB Utama + 3GB YT). Dulu 21.000 sekarang 23.500 (seminggu lalu 22.500). Dan katanya ""Gratis Akses"" tapi butuh kuota buat buka apk gimana sih?"
budi kristanto,5,2022-11-03 05:07:08,"Aplikasi ini membantu untuk mencari tahu tentang xl, dan sinyal jaringan di lokasi sy sejauh ini aman2 saja... Hanya saja yang sy alami belum lama ini...aplikasi myXL tidak tampil di layar hp saya...bisa tolong penjelasanya XL"
Rahman Arifiansyah,1,2022-11-03 03:25:12,"Aplikasi jelek sering error. Sebagai contoh, saya berlangganan paket akrab. Lalu coba atur batas kuota anggota dan berhasil. Tapi ketika coba atur batas kuota untuk saya sendiri sbg pengelola, selalu muncul notifikasi ""terjadi gangguan di myxl saat memuat halaman."" Sudah lakukan clear cache/data, re-install my xl, restart hp, bahkan koneksi wifi di rumah normal, tp tetap error. -___-."
Edo Skellige,5,2022-11-03 01:24:24,"Akhir2 ini kualitas sinyal & internet semakin menurun dg harga paketan yg juga tidak ikut turun, Tolong diperhatikan paling tidak dijaga agar koneksi tetap stabil dan kondusif seperti dulu. Terimakasih."
Yt Febriansyah,1,2022-11-02 15:20:27,Sangat buruk. Diskon promo yg ditawarkan lewat SMS tidak sesuai dengan Di Aplikasi myXL. Customer Support nya juga gak ada yg jelas mana lelet banget kerja nya nungguin ny lama
Taufik Hidayat,1,2022-11-02 11:40:09,"sungguh terlalu. gimana ini kok sering banget gangguan apikasinya. udah 2 hari saya ngga bisa buka ni apk. udah di perbarui segala macem.. tetep ajah!! oo iyaa, tolong jangan di bales supaya saya merestart hp, dan hapus chace segala macem. apalagi kasih bintang 5 kalau masih kaya gini aplikasinya, soalnya udah saya lakukan yang sperti itu. Tambahan !! Paket datanya Edan semua..!! Terimakasih !"
Khabeibsamuel Samuel,5,2022-11-02 03:52:08,Terimakasih XL .sudah menerima keluhan pelanggan. Sekarang beli kuota EXTRA COMBO PLUS DI aplikasi myXL. Sudah kayak dulu lagi. Harga terjangkau tp kuota melimpah ga takut kehabisan kuota. Semoga kedepan XL Bisa lebih kosisten dan lebih memprioritaskan kenyamanan dan pelayanan pelanggannya. Mks XL
Rizalfirmanto Rizal,5,2022-11-02 03:45:27,Mau beli paket combo kaya biasa... Ehh level nya kembali ke pemula.. Padahal udah di gold .. Jadi males aja isi pulsa buat paket . Percuma beli pulsa banyak karena level kembali ke pemula.. Bonus kurang.. Ngandelin kuota utama juga gk cukup pemakaian 1 bulan.. Padahal saya rutin ini lho beli pulsa 100rb tiap bulan.. MENGECEWAKAN!!
septian fariyadi,1,2022-11-01 15:55:44,Terlalu sering update . Kemajuan nya mana . Ngabisin ruangan ajah. Kendala . Kadang sering hilang jaringan. Dan pada saat hujan . Parah banget . Untuk apa adanya update myxl terus . Kalo jaringan gituh2 ajah . 1 lagi untuk pihak xl kuota line hilangkan . Karna gak guna juga . Untuk apa . Semua masyarakat sudah tidak memakai aplikasi line lagi .
Adi Sunjaya,1,2022-11-01 12:43:25,"Pelayanan cs sangat buruk terutama live chat, agent berusaha untuk mengakhiri chat, dengan menanyakan hal hal yg seharusnya sudah ada di system, atau memang system nya seburuk itu..? Padahal saya XL prioritas tapi sinyal sangat jelek, Beli kuota booster 5gb sering gak masuk, Sudah buat laporan via live chat, tlp 817 hingga email tetep gak masuk sudah hampir seminggu (lapor hanya penasaran).."
Iru Rudiana,4,2022-11-01 09:19:35,"Tolong XL perkuat lagi jaringan dan sinyalnya. Soalnya sering hilang begitu saja. Apalagi kalau agak dibawa ke perkampungan dikit, jaringan/sinyal langsung hilang."
Tresna SFadhillah,2,2022-11-01 08:14:53,"Bagaimana dan kenapa ini apk? tidak bisa dibuka, bisa masuk stuck hanya pada bagian logo pertama, loading dan versi apk aja. Cache audah dihapus, apk sudah diupdate tetapi teta saja tdk bisa dibuka. Maaf saya cabut lagi surveinya. Jadi bintang 2 aja."
Vina Khozizah,1,2022-11-01 04:17:10,"Kenapa sudah beberapa hari ini saya tidak bisa buka app my XL ya? Padahal sudah di update versi terbaru Aneh ga kebuka buka , sinyal tiba"" drop kalo buka app my xl aneh banget , giliran buka app yang lain lancar"" ajah"
Rold Siforg,2,2022-10-31 22:35:33,"Untuk informasi dan pelayanan sudah bagus,tp kenapa setiap kali isi pulsa selalu saja tidak bisa di akses . Koneksi WiFi di kantor saya mencapai 100mbps tapi tidak bisa mengakses my xl sehabis isi pulsa"
Ahmad Saputra,2,2022-10-31 15:07:25,"Udah lumayan dari pada yg kemaren tapi masih sedikit kurang di masalah jaringan,tapi gapapa karna bisa di akalin pake mode pesawat kalo bisa segera di tingkat kan agar lebih stabil ,dah segitu aja tetap semangat dan jaga kesehatan 👍👍 Saya kurangin karna lebih sering eror, jaringan gk stabil, sering close sendiri, Mohon untuk update selanjutnya tolong di stabilkan agar para pengguna nyaman. dah itu aja di tunggu update selanjutnya 👍"
akabane toni,1,2022-10-31 11:13:11,Guys aku peringatkan saja yah terutama untuk para gaming jgn pernah pakai XL karena jaringannya super lemot bahkan kalah sama kartu 3 aja masih lebih cepet saya main MLBB pingnya selalu diatas 100 pernah 30 sih tapi itu cuman 1 detik aja sisanya mengecewakan. Jadi kalau untuk main game mending ganti provider ajaa yah thx
sufi aji,1,2022-10-30 23:31:22,"Aplikasi sangat lambat dalam me-load data. Mungkin dari sisi backend perlu diperbaiki query data atau API nya. Pada saat registrasi, ada sms aktivasi kemudian auto-fill kode tersebut, namun setelah itu tidak terjadi apa2, tidak berhasil login walaupun dicoba berkali-kali dan terima sms aktivasi berkali-kali jg."
Wanda S,1,2022-10-30 18:20:02,"Sinyal buruk. Padahal udah lama dan banyak yg komplen sinyal buruk dan lambat, tapi tidak ada perbaikan. Jawabannya hanya bersihkan chace, restart handpone hanya itu2 saja jawabannya tapi tidak ada perbaikan sinyal. Ya mau sampe kapanpun XL pasti kurang laku dengan kondisi begini2 aja, apa lg mahal."
Bil NMH,1,2022-10-30 05:05:39,"Bagaimana mau naikin rating? Sinyal aja kacau gini! Kalau diperhatikan setiap jam 12 dan setiap hujan pasti sinyal hilang. Mohon diperbaiki, susah sekali rasanya hanya ingin nonton film saat jam2 segini sampe ubah resolusi rendah tetap saja sinyal buruk!"
Aris Riswandi,1,2022-10-29 06:21:42,Kalau harga paket di naikin harusnya kualitas jaringan juga ikut di naikin jangan cuman harga yg melonjak tapi kekuatan jaringan makin dikit. Pagi lancar. Siang lemot. Malam ga bisa buka apa apa tolong di perhatikan kekuatan jaringannya sesuaikan dengan harga paket nya terima kasih..
Tonny Dfatality,1,2022-10-28 20:32:17,"Kualitas data buruk sekali bulan² ini . Buat main game banyak lag nya . Ping yg sangat tinggi & tidak setabil . Percuma saya beli paket data banyak² kalau kecepatan data sangat mengecewakan . Saya kasih satu bintang dulu , apabila udh normal mungkin bisa saya naikan . Terimakasih ."
Fegi Harjono,2,2022-10-28 12:48:43,"jaringan lumayan bagus dan lancar,,Tapi masalah harga kuotanya itu masih terlalu mahal .sya sebgai pengguna XL merasa masih blm sesuai dengan harga yang sangat tinggi...saran saya agar harga kuota yang bulanan itu di sesuaikan dgan kami yang memiliki uang pas²an..."
Hanip Imam Mustofa,2,2022-10-28 11:57:53,"Aplikasi berfungsi dengan semestinya dan sangat user friendly, akses tanpa kuota sangat membantu. Namun sepertinya apk sangat berat untuk digunakan. Seperti memainkan game yg berat. Sangat meguras memori. Ram 6gb pada android saya bekerja sangat extra hanya untuk apk yg berfungsi untuk cek kuota."
Izal Zal,1,2022-10-28 10:55:27,"Dulu paketan x-tra combo lite bagus .malah di hilangin x-tra combo flex itu beli nya di my XL jg Ndak ada.xtra combo plus reguler sekarang 60 ribu cuman dapet 16 GB dulu 34gb.. Sekarang juga Klau beli pulsa ntar dapat gratisan cuman 1/3hari,ini persis SMA provider IM3 gitu2. Ko XL sekarang malah mundur ya.paketan GB an di kurangi harga masih tetap. Ya mending pindah provider lain."
Sayyed Abdul,1,2022-10-28 10:21:46,"Bagi sy Kartu XL memberikan pengalaman yg sangat buruk, mati lampu dan menyala lampu sama aja, kukira nih kartu jaringannya hlng cmn pada saat mati lampu, eh ternyata menyala lampu juga sering hlng. Sy pake kartu ini slama 5 bln lebih tapi nggak ada perubahan."
Niita Yhuni,4,2022-10-28 06:41:30,"Setelah diperbaharui ke versi terbaru, my xl pas mau buka ke beranda loading nya sangat lama. Udah coba di hapus cache, hapus data, uninstall, install kembali tetep aja loading nya lama_- Semoga Bisa cepat diperbaiki lagi hhhh"
Saphira,1,2022-10-28 06:23:08,"Jelek banget jaringan lo! Apalagi kalo hujan,bisa seminggu lebih gak ada koneksi! Udah dm di twt,tetep aja ga ada perubahan! Rugi gua! Kuota masih banyak,tapi masa aktifnya makin habis. Lain kali kalo ada gangguan,tolong infokan biar gua bisa langsung ganti operator 👎"
Achmad Sarifudin,1,2022-10-28 05:16:24,"Padahal dulu pernah gua kasih bintang satu dan ini terjadi lagi apakah tidak ada perbaikan dari pihak xl, dari kemaren gua udh cba restart, mode pesawat masih sama aja ancur. Apakah harus pake mode kyubi. Ngotak dikit dong pihak XL. Bagi saran dong lebih bagus mana sinyalnya yg stabil, simPATI atau Indosat???? Kl bisa bintang stengah gua kasih tuh buat XL, lebih baik bintang stengah daripada bintang 1 buat XL!!!"
Septyan Adetya,1,2022-10-28 02:22:29,"Mulai Minggu ini harga paket naik terlalu signifikan ,yg awalnya pada menu combo plus Rp 59.900 dapat 32GB ,sekarang hanya mendapatkan 15GB . Naik 50% lebih untuk semua paket .. Siap2 ditinggal pelanggan !!!"
Halima Fauzi,3,2022-10-28 00:37:11,"Kenapa ya di apk pilihan paket jadi disingkat singkat. Misal xtra combo plus jadi XCP, dan yg terlihat cuma nominal harganya saat buka menu special for you. Dan penawaran paket murah sering berubah cepat sekali. Saat masih banyak kuota ada penawaran paket murah. Mohon kiranya penawaran paket murah diberi waktu agak lama🙏🙏"
Asnawi Ishaq,1,2022-10-27 23:28:09,"Makasih XL buat pengalamannya, dari akses jaringan sulit, jangkauan sinyal tidak merata, pembelian Kouta internet yang tiba-tiba naik semakin mahal, terimakasih ya. Padahal udah lama pake XL, tapi ternyata sekarang dah se kecewa ini. Gak ada beda sama Telkomsel, sama-sama provider banyak cari untung, padahal yang make udah banyak tapi dari hari ke hari udah ke rentenir. Makasih Yo XL."
Fikri Fathurrahman,2,2022-10-27 15:07:44,"secara jaringan mungkin masih cukup baik bagi saya, yg sangat disayangkan adalah harga paket data nya yg semakin lama semakin mahal, & kuota promo hilang, rasanya setelah kuota habis saya akan ke provider lain lagi, terimakasih xl untuk yg kmarin², mungkin saya akan kembali lagi jika seperti dulu"
Bukan Aku,4,2022-10-27 09:44:37,"Mohon untuk XL agar perluas dan perbaiki lagi jaringan nya.., sinyal suka ngilang tiba² apalagi kalo pas lagi hujan. Saya sudah coba cara yg di perintahkan seperti me-restart hp,menghidupkan mode pesawat/ mengubah jaringan ke 2G terlebih dahulu.., kadang berhasil kadang tetep aja kgk ngefek. Semoga masalah seperti ini cepat diperbaiki 🙏 dan untuk harga kuota,semoga lebih merakyat lagi 🙂"
Teguh Waluyo,5,2022-10-27 04:04:06,"Payah ni myxl, setiap buka myxl blm pernah berhasil, loading mulu, padahal signal full, kuota internet banyak, bahkan pakai wifi tetap aja loading terus. Ralat ulasan di atas.. Terimaksih Maya saat ini sudah berhasil masuk my xl dengan lanjar jaya."
Akbar Ramadhan,1,2022-10-27 03:05:12,"Payah, setelah update masih aja banyak kesalahan di proses aktivasinya, selain itu tiap mau isi paket dengan pulsa, saya selalu kehilangan pulsa 1k - 4k (kalo sekali dua kali masih saya anggap wajar tetapi ini terjadi setiap saya mau isi paket data) , padahal data saya sudah matikan dan hanya menggunakan wifi saja."
Lourensia Veby,3,2022-10-26 23:49:17,"Kasik bintang 3..... Bukan kecewa sich... Cuma nyesek aja😔😔 saya pake XL krn harga nya yg nyaman buat anak muda,dan pelayanannya juga bagus. Sya pengguna paket data yg semingguan extra combo mini, ... Harga nya yg terjangkau dgn kapasitas quata yg pas buat saya. Tapi kok sekrg makin mahal😭😭 trs ada bbrp pilihan quata yg ga ada"
palma hudari,1,2022-10-26 23:26:50,"Kecewa lebih ke layanannya bukan aplikasinya. Pascabayar kuota 20gb speednya kencang di awal saja, setelah kuota tinggal 11gb kebawah langsung lemotnya minta ampun! Apa sengaja biar tidak habis itu kuota 20gb perbulan??? Selalu begitu tiap bulan sangat mengecewakan!!"
SHIDYQ FATHANAH PUTRA,1,2022-10-26 15:50:29,"Harga paket data diaplikasi xl mahal banget, tahun lalu saya beli paket seharga 89k sudah dapat 70gb lebih, sekarang dengan harga yg sama cuman dapat 25 gb.. Kecewa banget sama XL.. Karna hal ini gue terpaksa harus make kartu telkomsel, yah walaupun sama² mahal dan harga tidak jauh beda setidaknya TELKOMSEL masih bagus dalam hal jaringan dan sinyal nda suka ilang² pas hujan kek jaringan XL.."
Ali Andri,3,2022-10-26 07:10:55,"Dari kemaren gak bisa masuk di aps ini. Muter2 aja, bikin susah mau beli paket data aja dibikin ribet. Padahal udh update sesuai yg terbaru. Tolong cepat diperbaiki kalo ada kerusakan/ perbaikan"
A Bay,1,2022-10-26 04:35:22,"Saya Pengguna Lama XL Axiata. Tolong diperbaiki lagi Jaringannya Suka Hilang, Kalau jaringan Hilang karena Masalah Cuaca Extreme, ok dimaklumi. Tapi, ini Panas Terik gak ada angin, Kenapa Suka Hilang ? Udah Lemot, Jaringan Suka Hilang pula.. Jadi Makin Kecewa Min. Tolong diperbaiki lagi, Biar Pengguna Makin Nyaman bukan Makin Komplen..."
Ade Marwah,1,2022-10-26 03:24:42,"Saya membeli paket data, tapi sampe sekarang belum masuk"" Pembayaran sudah berhasil,, kecewa saya menggunakan xl walaupun dalam proses tapi cukup lama untuk di prosesnya. Bukti pembayaran saya jelas ada.."
Willii Am,1,2022-10-26 00:55:53,"Jaringan lemot kalau udh beberapa hari lgi habis waktunya, tidak mandang berapa gb yg tersisa, akhirnya terbuang sia2 deh sisa kuotanya. Kecewa. + Kalo memang tidak menerima kritik dan saran, ga perlu ada acara2 isi survey, useless parah, gada perubahan. Bukan harganya yg turun malah jumlah kuotanya yg dikurangi. Provider gokil ini."
Angga Bangun,1,2022-10-25 15:25:18,"Pilihan paket tidak lengkap,dan tidak menarik untuk di liat, dan XL paket kuotanya mahal mahal,kalau habis kuota nyedot pulsa utama.. Beda sama kompetitornya. Yg menawarkan pelanggan semenarik mungkin,harga bersahabat & harga standar. Ini xl masa harganya paling mahal, dari ke 4 kompetitornya. Terimakasih"
Legend10 ADP,1,2022-10-25 14:37:02,"Tolong di tindak lanjuti yah saya bisa menghabiskan uang 100/200rp untuk bisa kenaikkan peringkat tetapi setelah peringkat nya naik kok makin mahal harga paket nya yang harus di beli terkadang juga reward nya tidak bisa di claim juga jaringan nya kadang suka ngilang padahal 4G tetapi lelet main game,nonton,tiktokab,YouTube an kenak buffring mohon di perbaiki lagi peringkat udah naik tetapi harga paket nya makin mahal udah gitu dapat nya sedikit lagi tolong yah di tindak lanjuti."
Agung Setiawan,1,2022-10-25 12:36:07,"XL, kok saya mau nukerin pulsa ke paket. Saya biasa nya nukerin nya di xtra Combo mini yang harga nya 22.250.di situ ada nominal paket nya nah biasa nya saya nukerin nya yang. 11.12GB kalo nggak 11.15GB nah di sini masalah nya kok malah jadi 6GB. Apa itu bug apa emang dari xl. Saya mohon kembalikan yang kek semula seperti 11.15 atau 11.12 kalo nggak salah yah. semoga aja di perbaiki soalnya itu yang nggak kek bisanya, terimakasih"
Cater White,5,2022-10-25 11:50:54,"Baru saja ngasih Bintang 5, kenapa sih untuk login aplikasi saja sangat susah.. Padaha sudah mengikuti langkah² saran bila jaringan susah atau Lemot.. Tolonglah diperbaiki.. Jgn sampai ujung²nya ganti kartu jadinya solusi terakhir.. Terima kasih."
Acep Pasni,1,2022-10-25 10:03:36,"Udah di instal ulang, beberapa kali ttp aja gabisa masuk ke apk nya. Gimana si udah mah jaringan nya kadang ada kadang ngga, di tambh ini apk keluar sendiri trs dan malah logout."
Panji Outsider,1,2022-10-25 08:44:24,"XL semakin mahal harganya & Semakin jelek pula sinyalnya, sangatlah buruk gak bisa digunakan apa apa.. tiba2 keluar dari aplikasinya.. ketika login suruh nunggu 60 menit, eh ini kalau gak niat menghasilkan uang jangan dipersulit kenapa.. dari pada rating kalian jelek"
Eri Setiawan,1,2022-10-25 08:31:51,"XL sinyal sngat tidak bagus.. sudah di restart berkali2, tetap tidak ada perubahan. Aplikasinya ngaco. Bukannya mempermudah, malah mempersulit dan berbelit2. Beli paket di myxl, gagal terus, sampe pulsa kepotong. Knp tidak ada perubahan si xl? Tolong di perbaiki aplikasinya, dan diperluas sinyalnya agar merata, jangan meminta untuk restart terus. GA GUNA!!"
hasnan habib,1,2022-10-25 08:30:04,"Aplikasi tidak bisa dibuka, mencoba register pakai aplikasi tidak bisa. Sudah coba instal dan uninstal tetap ga bisa. Mau lihat pulsa dan kuota susah. My Xl adalah aplikasi terburuk, dibandingkan aplikasi platform lain, yg aplikasinya mudah dijalankan"
